classifier acc,actual topic,recommend ids,recommend score,100 test set,200 test set,300 test set,400 test set,500 test set
0.826,1,222,0.19091754336499375,0.6,0.535,0.5233333333333333,0.4975,0.522
0.828,10,207,0.17634425023052996,0.6,0.53,0.52,0.495,0.52
0.828,14,49,0.16341941062321075,0.6,0.53,0.52,0.495,0.522
0.828,9,202,0.2010183492692101,0.6,0.53,0.52,0.495,0.522
0.828,9,238,0.1763223917971842,0.6,0.53,0.52,0.495,0.522
0.824,6,237,0.1757924554379271,0.6,0.53,0.52,0.495,0.522
0.826,1,173,0.1690579789071015,0.6,0.53,0.52,0.495,0.522
0.826,18,236,0.1747430550287823,0.6,0.53,0.52,0.495,0.522
0.828,15,208,0.17728325985531374,0.6,0.53,0.5166666666666667,0.495,0.522
0.83,5,211,0.1721720754386205,0.6,0.54,0.5233333333333333,0.5,0.528
0.832,18,174,0.17598605642923304,0.59,0.535,0.52,0.495,0.524
0.832,4,234,0.1726704953730862,0.59,0.535,0.52,0.495,0.526
0.832,1,203,0.17119883779003126,0.59,0.54,0.5233333333333333,0.4975,0.528
0.832,1,215,0.17115079006916434,0.59,0.54,0.5233333333333333,0.4975,0.528
